"title","province","order","google_title","address","place_id","status","latitude","longitude"
"หอประชุมอำเภอวาริชภูมิ","สกลนคร","4","สวนเสาวรส 2","6M37+PC9 Unnamed Road Waritchaphum, Waritchaphum District, Sakon Nakhon 47150, Thailand","ChIJ1Wf7YCG2PDERGoLq3VNvLLY","OPERATIONAL","17.2042976","103.6636133"
"หอประชุมอำเภอสว่างแดนดิน","สกลนคร","5","หอประชุมอำเภอส่องดาว","8FPG+8HR, Song Dao, Song Dao District, Sakon Nakhon 47190, Thailand","ChIJtbe4YmxNIzERv03qAwT9ULM","OPERATIONAL","17.3358551","103.4763971"
"หอประชุมอำเภอวานรนิวาส","สกลนคร","6","หอประชุมอำเภอวานรนิวาส","JQJ2+MGR บริเวณศูนย์ราชการ ถนนเดื่อเจริญ Wanon Niwat, Wanon Niwat District, Sakon Nakhon 47120, Thailand","ChIJP6brn5NZOzER56kDb26tEQo","OPERATIONAL","17.6317447","103.7512655"
"หอประชุมอำเภอบ้านม่วง","สกลนคร","7","Ban Muang District Office","VH2C+C23, Muang, Ban Muang District, Sakon Nakhon 47140, Thailand","ChIJVVvrU55MOzERR_Tbh4elctM","OPERATIONAL","17.8510024","103.5700524"
"อาคารศูนย์กีฬาเฉลิมพระเกียรติ โรงเรียนนวมินทราชูทิศ ทักษิณ อำเภอเมืองสงขลา","สงขลา","1","Nawaminthara Chuthit Thaksin School","431 หมู่ 2 ถ.สงขลา-ระโนด ต.พะวง เมือง Songkhla 90100, Thailand","ChIJwzgJhoEtTTARUxnJFCn1asY","OPERATIONAL","7.138653000000001","100.5728887"
"สนามฟุตซอล สนามกีฬาจิระนคร อำเภอหาดใหญ่","สงขลา","2","Jiranakorn Stadium","65/24 Nipatsongkrew 2 Rd, Hat Yai, Hat Yai District, Songkhla 90110, Thailand","ChIJ4RDrpvcoTTAR8DJfC70jAg8","OPERATIONAL","7.0201388","100.4709567"
"สำนักงานเทศบาลเมืองคอหงส์ (แห่งใหม่) ตำบลคอหงส์ อำเภอหาดใหญ่","สงขลา","3","Kho Hong Town Municipality Office","999 Poonnakan Rd, Kho Hong, Hat Yai District, Songkhla 90110, Thailand","ChIJATu0nGcpTTAR0iAek-vun3c","OPERATIONAL","7.0015695","100.5239179"
"ศาลาประชาคมที่ว่าการอำเภอสทิงพระ","สงขลา","4","Sathing Phra District Office","FCFQ+3HW, Cha Thing Phra, Sathing Phra District, Songkhla 90190, Thailand","ChIJL_QHmVhFTTARE0_PK1DDtHQ","OPERATIONAL","7.472729","100.4389647"
"หอประชุมโรงเรียนควนเนียงวิทยา อำเภอควนเนียง","สงขลา","5","Khuan Niang Wittaya School","709 Rattaphum, Khuan Niang District, Songkhla 90220, Thailand","ChIJO2lc-oM7TTARy6cocaYtj3o","OPERATIONAL","7.1969068","100.3564868"
"สะเดา อำเภอสะเดา","สงขลา","6","Sadao","Sadao, Sadao District, Songkhla 90120, Thailand","ChIJsSZkSW24TDARySZ7A70ppbI","undefined","6.6364833","100.4238366"
"ศาลาประชาคมที่ว่าการอำเภอนาทวี","สงขลา","7","Na Thawi District Office","42, Na Thawi, Na Thawi District, Songkhla 90160, Thailand","ChIJWWrgcMEzszERaqyXkvtniL0","OPERATIONAL","6.7416901","100.6921062"
"หอประชุมโรงเรียนบ้านนา อำเภอจะนะ","สงขลา","8","โรงเรียนบ้านนา","หมู่ที่ 2 บ้านนา, ตำบลบ้านนา อำเภอจะนะ จังหวัดสงขลา, 90130 Thailand","ChIJt20TlMMoszERQZzGq8EN_bI","OPERATIONAL","6.9145603","100.7404379"
"โรงยิมเนเซี่ยมโรงเรียนหาดใหญ่รัฐประชาสรรค์ อำเภอหาดใหญ่","สงขลา","9","Hat Yai Rat Prachasun School","XC3F+X7M, Khuan Lang, Hat Yai District, Songkhla 90110, Thailand","ChIJjyfxCBbYTDAROwgUWioN9oo","OPERATIONAL","6.9567536","100.4231464"
"หอประชุมวิทยาลัยเทคนิคสตูล ช้ันล่าง ตำบลพิมาน อำเภอเมืองสตูล","สตูล","1","Satun Technical College","217 ถนน Sulakanukoon, Phiman, Mueang Satun District, Satun 91000, Thailand","ChIJUUohjp6NTDARDonqd7oUOvc","OPERATIONAL","6.6007405","100.0635849"
"หอประชุมโรงเรียนละงูพิทยาคม ตำบลละงู อำเภอละงู","สตูล","2","La-Ngu Pittayakhom School","62 หมู่ 12 La-ngu, La-ngu District, Satun 91110, Thailand","ChIJX4rKIN9QTDAR7UHhrYjBdMw","OPERATIONAL","6.8646111","99.7981867"
"ลานจอดรถหน้าศาลากลางจังหวัดสมุทรปราการ","สมุทรปราการ","1","ลานจอดรถหน้าเคหะบางพลี","HQMR+JVJ, Bang Sao Thong, Bang Sao Thong District, Samut Prakan 10540, Thailand","ChIJO0k5UFZbHTER-Kfa49KEQgw","OPERATIONAL","13.5840898","100.7921365"
"ศูนย์ประชุม ซีคอมเพล็กซ์บางปู สำนักงานเทศบาลตำบลบางปู","สมุทรปราการ","2","Bangpu Subdistrict Municipality Office","789 หมู่ 1 ต Bang Pu Mai, อ.เมือง Samut Prakan 10280, Thailand","ChIJgUpOtbyn4jARgrUZ9NIw4OA","OPERATIONAL","13.5435152","100.618759"
"ลานอเนกประสงค์สำนักงานเทศบาลตำบลเทพารักษ์","สมุทรปราการ","3","Tepharak Subdistrict Municipality Office","999 Thepharak, Mueang Samut Prakan District, Samut Prakan 10270, Thailand","ChIJKSoLbDtfHTER5OjDyvhMFnE","OPERATIONAL","13.6083369","100.6516716"
"โรงเรียนบางพลีราษฎร์บำรุง","สมุทรปราการ","4","Bangpleeratbamrung School","154, JP54+287 หมู่ที่ 8 Bang Phli Yai, Bang Phli District, Samut Prakan 10540, Thailand","ChIJhfR4EKFeHTER5UY0wRH4a6Y","OPERATIONAL","13.6082479","100.7062182"
"โรงเรียนพลูเจริญวิทยาคม","สมุทรปราการ","5","Poolcharoen Witthayakhom School","Adun Satsanakan Alley, Bang Chalong, Bang Phli District, Samut Prakan 10540, Thailand","ChIJiSFKOUNcHTERd8QORVSjbpk","OPERATIONAL","13.6152614","100.742565"
"โรงเรียนราชประชาสมาสัยฝ่ายมัธยม รัชดาภิเษก ในพระบรมราชูปถัมภ์","สมุทรปราการ","6","Rajprachasamasai Phaimathayom Rachadabhisek School","Lat Luang, Phra Pradaeng District, Samut Prakan 10130, Thailand","ChIJi69ACmOh4jARtWvolvW7hyM","OPERATIONAL","13.6295076","100.5355451"
"โรงเรียนป้อมนาคราชสวาทยานนท์","สมุทรปราการ","7","Pomnakkarach Sawatyanon School","Pak Khlong Bang Pla Kot, Phra Samut Chedi District, Samut Prakan 10290, Thailand","ChIJvWQR1iyn4jARDCiPZuow6M4","OPERATIONAL","13.5948072","100.5831224"
"โรงเรียนบางบ่อวิทยาคม","สมุทรปราการ","8","Bang Bo Wittayakom School","HVH5+52J Unnamed Road Bang Bo, Bang Bo District, Samut Prakan 10560, Thailand","ChIJ-3dKQXdEHTERmXBISo7j3eU","OPERATIONAL","13.5779689","100.8575159"
"โดมน้ำเงินโรงเรียนศรัทธาสมุทร ตำบลลาดใหญ่ อำเภอเมืองสมุทรสงคราม","สมุทรสงคราม","1","Satthasamut School","C2F8+CJX, Lat Yai, Mueang Samut Songkhram District, Samut Songkhram 75000, Thailand","ChIJ_zuF08LT4jARtXJExVotG2M","OPERATIONAL","13.423621","100.0165977"
"โรงเรียนสมุทรสาครวิทยาลัย อำเภอเมืองสมุทรสาคร","สมุทรสาคร","1","Samut Sakhon Wittayalai School","G7X8+R26, Mahachai, Mueang Samut Sakhon District, Samut Sakhon 74000, Thailand","ChIJPbcOSXC44jARNSMW-Ni5V94","OPERATIONAL","13.5493925","100.2648365"
"เทศบาลนครอ้อมน้อย อำเภอกระทุ่มแบน","สมุทรสาคร","2","Om Noi","Om Noi, Krathum Baen District, Samut Sakhon, Thailand","ChIJTbg8JICV4jARYIBypjmSAQo","undefined","13.7064598","100.2989038"
"ศาลาประชาคมอำเภอบ้านแพ้ว","สมุทรสาคร","3","Ban Phaeo District Office","H4R5+53Q, Tambon Ban Phaeo, Ban Phaeo District, Samut Sakhon 74120, Thailand","ChIJU2teb-vE4jAR9q5X7RTRoIM","OPERATIONAL","13.590509","100.1078387"
"หอประชุมที่ว่าการอำเภอเมืองสระแก้ว","สระแก้ว","1","Muang Sa Kaeo District Office","9 Thetsaban 12 Alley, Sa Kaeo, Mueang Sa Kaeo District, Sa Kaeo 27000, Thailand","ChIJa2gWY6eCHDERrRVVxjtGe3s","OPERATIONAL","13.8146965","102.0717789"
"หอประชุมที่ว่าการอำเภอวัฒนานคร","สระแก้ว","2","Watthana Nakhon District Meeting Hall","P8W5+V4H, Watthana Nakhon, Watthana Nakhon District, Sa Kaeo 27160, Thailand","ChIJiXbl6lZuGzERPs7saVcRZ_I","CLOSED_TEMPORARILY","13.7471917","102.3078309"
"อาคารอเนกประสงค์เทศบาลเมืองอรัญญประเทศ","สระแก้ว","3","อาคารอเนกประสงค์ เทศบาลเมืองอรัญญประเทศ","MGQ2+RX6, Aranyaprathet, Aranyaprathet District, Sa Kaeo 27120, Thailand","ChIJ4-MnOYoTGzERM5Fzkd0nGRY","OPERATIONAL","13.68952","102.5024018"
"อาคารโดมอเนกประสงค์สนามกีฬาองค์การบริหารส่วนจังหวัดสระบุรี","สระบุรี","1","Sport Stadium of Saraburi Administrative Organization","797 Phahonyothin Road, Dao Rueang, Mueang Saraburi District, Saraburi 18000, Thailand","ChIJ92Mt5cToHTER8rWmW9xkzy0","OPERATIONAL","14.5567189","100.90491"
"หอประชุมอำเภอแก่งคอย","สระบุรี","2","จุดลงทะเบียนงานโกรกอีดก เฟสติวัล","C47V+MW6, Bueng Mai-Khlong Wang Sai Alley, Cha Om, Kaeng Khoi District, Saraburi 18110, Thailand","ChIJfRaOB9THHTERXTCyYj3k9LU","OPERATIONAL","14.4141566","101.1447728"
"หอประชุมอำเภอหนองแคและบริเวณโดยรอบ","สระบุรี","3","Nong Khae District Office","67 ถนน Raphiphat, Nong Khae, Nong Khae District, Saraburi 18140, Thailand","ChIJpUKgqLiTHTERM2IixpaXlRc","OPERATIONAL","14.3390681","100.8615424"
"ศาลาประชาคม อำเภอพระพุทธบาท","สระบุรี","3","Phra Phuttabat District Office","PQGW+53P, Phra Phutthabat, Phra Phutthabat District, Saraburi 18120, Thailand","ChIJXyfnFC7jHTERaSx0bWK_lVc","OPERATIONAL","14.7254722","100.7952648"
"อาคารอเนกประสงค์ (โดม) โรงเรียนสิงห์บุรี อำเภอเมืองสิงห์บุรี","สิงห์บุรี","1","อาคารอเนกประสงค์ สนามกีฬา อบจ.สิงห์บุรี","VCV6+52J, Bang Man, Mueang Sing Buri District, Sing Buri 16000, Thailand","ChIJrzEfwpzx4TARV6GGHB_Nz3c","OPERATIONAL","14.8929704","100.4100237"
"โดมโรงเรียนอุดมดรุณี อำเภอเมืองสุโขทัย","สุโขทัย","1","Udom Darunee School","351, Thani, อำเภอเมือง, Sukhothai 64000, Thailand","ChIJ3dK9-NBV3jARC26tuHc6oKw","OPERATIONAL","17.0144252","99.8202051"
"หอประชุมที่ว่าการอำเภอคีรีมาศ","สุโขทัย","2","Khiri Mat District Office","อาคารที่ว่าการอำเภอคีรีมาศ, ถนนสุขาภิบาล 2, ตำบลโตนด อำเภอคีรีมาศ จังหวัดสุโขทัย, 64160 64160, Thailand","ChIJM7sUznFO3jAR-l0eRDstmPs","OPERATIONAL","16.8333523","99.8017435"
"หอประชุมที่ว่าการอำเภอสวรรคโลก","สุโขทัย","3","หอประชุมอำเภอสวรรคโลก","48 Na Mueang Alley, Mueang Sawankhalok, Sawankhalok District, Sukhothai 64110, Thailand","ChIJY1aEqQLj3jARosAnv6Nw4Wc","OPERATIONAL","17.3169811","99.8307499"
"หอประชุมที่ว่าการอำเภอศรีสัชนาลัย","สุโขทัย","4","Si Satchanalai District Office","11430 Soi Thetsaban 3, Hat Siao, Si Satchanalai District, Sukhothai 64130, Thailand","ChIJ10lhhYPc3jAR1c0D6G3ri74","OPERATIONAL","17.5173882","99.7603206"
"หอประชุม 1 โรงเรียนกรรณสูตศึกษาลัย อำเภอเมืองสุพรรณบุรี","สุพรรณบุรี","1","อาคารหอประชุม 1","166 1 Malaiman Rd, Rua Yai, Mueang Suphan Buri District, Suphan Buri 72000, Thailand","ChIJfzoVBtY54jARHVPswadV3iA","CLOSED_TEMPORARILY","14.4763865","100.0982031"
"อาคารอเนกประสงค์ (โดม) โรงเรียนบางปลาม้า ""สูงสุมารผดุงวิทย์"" อำเภอบางปลาม้า","สุพรรณบุรี","2","Bang Pla Ma ""Soongsumarnphadungwit"" School","C554+7CV หมู่ 5 340, Khok Khram, Bang Pla Ma District, Suphan Buri 72150, Thailand","ChIJLcQ_3jtH4jARuVEAux8TdAQ","OPERATIONAL","14.4111404","100.1554941"
"อาคารศูนย์บริการชุมชน โรงเรียนอู่ทอง อำเภออู่ทอง","สุพรรณบุรี","3","รพ.สต.อู่ทอง","9WP2+JQH Unnamed Road U Thong, U Thong District, Suphan Buri 72160, Thailand","ChIJs7TmqiJL4jARqU73aOm3UjE","OPERATIONAL","14.3865878","99.90198290000001"
"อาคารโดม โรงเรียนธรรมโชติศึกษาลัย อำเภอเดิมบางนางบวช","สุพรรณบุรี","4","Thammachot Suksalai School","103 หมู่ที่ 4 Khao Phra, Doem Bang Nang Buat District, Suphan Buri 72120, Thailand","ChIJObhHRHuI4TARZNWAdEk3QTQ","OPERATIONAL","14.8492347","100.0918265"
"โรงเรียนบรรหารแจ่มใสวิทยา 1","สุพรรณบุรี","5","Banhanjamsaiwittaya 1 School","J2F6+GMV, Don Chedi, Don Chedi District, Suphan Buri 72170, Thailand","ChIJxa72yOAx4jARvPIUWod8-ew","OPERATIONAL","14.6238571","100.0116866"
"หอประชุมโรงเรียนสุราษฎร์ธานี อำเภอเมืองสุราษฎร์ธานี","สุราษฎร์ธานี","1","หอประชุมราชอาณาจักรแห่งพยานพระยะโฮวา","48PM+R56, Tambon Talat, Mueang Surat Thani District, Surat Thani 84000, Thailand","ChIJSUKV62cGVDARherdBuGHJXI","OPERATIONAL","9.1369989","99.332923"
"โรงเรียนองค์การบริหารส่วนจังหวัดสุราษฎร์ธานี1(ดอนสักผดุงวิทย์) อำเภอดอนสัก","สุราษฎร์ธานี","2","Don Sak Phadungwit School","8M6X+XWJ, Don Sak, Don Sak District, Surat Thani 84220, Thailand","ChIJ3R1dLDhvVDARPK7V8_mzBuE","OPERATIONAL","9.312315","99.6999127"
"หอประชุมกาญจนาภิเษก อำเภอเกาะสมุย ","สุราษฎร์ธานี","2","หอประชุมกาญจนาภิเษก","GWQM+6Q7, Tambon Ang Thong, Ko Samui District, Surat Thani, Thailand","ChIJI7hAkbL3VDARiUtBPyZQ6x8","OPERATIONAL","9.5379353","99.9343578"
"ศาลาประชาคมอำเภอบ้านนาสาร","สุราษฎร์ธานี","3","Chong Hua Community Hall","R938+8PR, Na San, Ban Na San District, Surat Thani 84120, Thailand","ChIJ808O5AHmUzARM27hTn3ba5w","OPERATIONAL","8.8033504","99.3667526"
"โรงเรียนวัดตรณาราม อำเภอพุนพิน","สุราษฎร์ธานี","4","Wat Taranaram School","466J+96C, Tha Kham, Phunphin District, Surat Thani 84130, Thailand","ChIJ4743dvgAVDARn8gv9i1cdtA","OPERATIONAL","9.1109339","99.23051799999999"
"หอประชุมวิภาวดี อำเภอพระแสง","สุราษฎร์ธานี","5","หอประชุมวิภาวดี","H69X+C53, I Pan, Phrasaeng District, Surat Thani 84210, Thailand","ChIJh3ZCodDZUzARblFoz5RfS1o","OPERATIONAL","8.568509299999999","99.24791019999999"
"โรงเรียนกาญจนาภิเษกวิทยาลัย สุราษฎร์ธานี ตำบลเลม็ด อำเภอไชยา","สุราษฎร์ธานี","6","Kanjanapisek Wittayalai Surat Thani School","953C+8GW, Lamet, Chaiya District, Surat Thani 84150, Thailand","ChIJ87ksKb-gVjARQgT5_nh9GH0","OPERATIONAL","9.353361999999999","99.171318"
"มหาวิทยาลัยราชภัฎสุราษฎร์ธานี อำเภอเมืองสุราษฎร์ธานี","สุราษฎร์ธานี","7","Surat Thani Rajabhat University","272 ถ. สุราษฎร์-นาสาร ต.ขุนทะเล อ.เมือง Surat Thani 84100, Thailand","ChIJoxmR6fwHVDARKnVQnw-zKHM","OPERATIONAL","9.084370999999999","99.36431549999999"
"หอประชุมองค์การบริหารส่วนจังหวัดสุรินทร์","สุรินทร์","1","E","80 Thanon Krungsri Nork, Nai Mueang, Mueang Surin District, Surin 32000, Thailand","ChIJGSfKvzHjGTERfzX9OcuF9oY","CLOSED_TEMPORARILY","14.881306","103.492792"
"หอประชุมอำเภอเขวาสินรินทร์","สุรินทร์","2","หอประชุมอำเภอเขวาสินรินทร์","2H2W+QRC, Unnamed Road, Khwao Sinarin, Khwao Sinarin District, Surin 32000, Thailand","ChIJneo1PoRgFzERYBJCBSa4yAQ","OPERATIONAL","15.0019415","103.597008"
"หอประชุมอำเภอจอมพระ","สุรินทร์","3","Sanom District Auditorium","5QX6+8V2, Sanom, Sanom District, Surin 32160, Thailand","ChIJx-0jpkVwFzEREwFvjy4w58s","OPERATIONAL","15.1982943","103.7620036"
"หอประชุมอำเภอรัตนบุรี","สุรินทร์","4","หอประชุมอำเภอรัตนบุรี","408 2076 Rattanaburi, Rattanaburi District, Surin 32130, Thailand","ChIJAxLzt6J1FzERI71pd-goJtA","OPERATIONAL","15.3205163","103.8564309"
"หอประชุมอำเภอศีขรภูมิ","สุรินทร์","5","หอประชุม ระแงงอนุสรณ์","221, 2230 Seri Thi Pat Rd, Ranang Subdistrict, Sikhoraphum District, Surin 32110, Thailand","ChIJ9YM2OYVDFzERuQSumQr25m4","OPERATIONAL","14.9466196","103.79357"
"หอประชุมอำเภอสังขะ","สุรินทร์","6","หอประชุมอำเภอสังขะ","629 Losuwan Rd, Sangkha, Sangkha District, Surin 32150, Thailand","ChIJ26Z3mD1LFzER9GseoO16YSQ","OPERATIONAL","14.6354618","103.8529811"
"หอประชุมอาเภอปราสาท","สุรินทร์","7","Prasat Library","JCQ4+MFF, Kang-an, Prasat District, Surin 32140, Thailand","ChIJw_t-wn8CGjERNTmPFvdK7No","OPERATIONAL","14.639131","103.4059558"
"หอประชุมอำเภอกาบเชิง","สุรินทร์","8","หอประชุมอำเภอกาบเชิง สุรินทร์","FHFV+QWJ, Kap Choeng, Kap Choeng District, Surin 32210, Thailand","ChIJV3j3M3apEDERn_S5a2g50eA","OPERATIONAL","14.4745555","103.5947888"
"หอประชุมอำเภอเมืองหนองคาย (หลังเดิม)","หนองคาย","1","หอประชุมประจักษศิลปาคม","VP8V+V8J, Mi Chai, Mueang Nong Khai District, Nong Khai 43000, Thailand","ChIJvX5326ZjJDER-hV4xksevFw","CLOSED_TEMPORARILY","17.86714","102.7433132"
"หอประชุมอำเภอโพนพิสัย","หนองคาย","2","Wat Pa Thep Nimitr","R4RV+8XV, Na Nang, Phon Phisai District, Nong Khai 43120, Thailand","ChIJtXGYEkyWJDERx5Zb2G0onW8","OPERATIONAL","17.8408557","103.1449314"
"หอประชุมเทสก์รังสี ที่ว่าการอำเภอศรีเชียงใหม่","หนองคาย","3","Wat Si Chiang Mai","วัดศรีเชียงใหม่ Phan Phrao, Si Chiang Mai District, Nong Khai 43130, Thailand","ChIJUyimQuRoJDERoKjCwr2V_jI","OPERATIONAL","17.9520458","102.5828897"
"หอประชุมอำเภอเมืองหนองบัวลำภู","หนองบัวลำภู","1","คริสต์จักรของพระคริสต์","6F93+GRR Unnamed Road Lam Phu, Mueang Nong Bua Lam Phu District, Nong Bua Lam Phu 39000, Thailand","ChIJuZKd20u_IzERywoYl0uebPs","OPERATIONAL","17.2188639","102.4545088"
"หอประชุมอำเภอศรีบุญเรือง","หนองบัวลำภู","2","หอประชุมอำเภอศรีบุญเรือง","X78H+9Q3, Mueang Mai, Si Bun Rueang District, Nong Bua Lam Phu 39180, Thailand","ChIJi9MPRqDNIzER66HqNT8cLhw","CLOSED_TEMPORARILY","16.9658691","102.2794698"
"หอประชุมอำเภอนากลาง (หลังเก่า)","หนองบัวลำภู","3","Na Klang District Office","854Q+VGJ, Na Klang, Na Klang District, Nong Bua Lam Phu 39170, Thailand","ChIJ62n26GXnIzER1IbmA-8HjSo","OPERATIONAL","17.3072224","102.1887548"
"อาคารใต้ร่มพระบารมี (โดม) โรงเรียนสตรีอ่างทอง อำเภอเมืองอ่างทอง","อ่างทอง","1","Satri Ang Thong School","HCXV+CCP หมู่ที่ 3 66 3064, Sala Daeng, Mueang Ang Thong District, Ang Thong 14000, Thailand","ChIJcwAQK-MP4jARcdQeD4FO6uI","OPERATIONAL","14.5990908","100.4436153"
"หอประชุมอำเภอโพธ์ทอง (ส่วนหน้า)","อ่างทอง","2","Pho Thong District Office","MC85+G9X นายอำเภอ Ang Khao, Pho Thong District, Ang Thong 14120, Thailand","ChIJVVVVVQYb4jAR6KqLpKg8n5A","OPERATIONAL","14.6663618","100.4084849"
"หอประชุมศรีอำนาจ โรงเรียนอำนาจเจริญ","อำนาจเจริญ","1","หอประชุมศรีอำนาจเจริญ โรงเรียนอำนาจเจริญ","VJCF+PPF, Bung, Mueang Amnat Charoen District, Amnat Charoen 37000, Thailand","ChIJbb1wZb8jFjERC92-md2vwts","CLOSED_TEMPORARILY","15.8719282","104.6242591"
"หอประชุมโรงเรียนปทุมราชวงศา","อำนาจเจริญ","2","Patumrachwongsa School","VWM9+GF9, Na Wa, Pathum Ratchawongsa District, Amnat Charoen 37110, Thailand","ChIJn5GkATkEFjERVj7A5VUavHA","OPERATIONAL","15.8837863","104.9187312"
"ห้องประชุมโรงเรียนเทศบาล 6 เทศบาลนครอุดรธานี","อุดรธานี","1","โรงเรียนมัธยมเทศบาล 6 (นคร​อุดรธานี​)","237/4 Udondutsadi Rd, ​ Mueang Udon Thani District, Udon Thani 41000, Thailand","ChIJbViKf0SdIzERVfhWnTCxlC8","OPERATIONAL","17.4255529","102.7869936"
"สำนักงานเทศบาลตำบลหนองบัว","อุดรธานี","2","Nong Bua Municipal Administration Office","999 หมู่ที่ 4 Nong Bua Sub-district, Mueang Udon Thani District, Udon Thani 41000, Thailand","ChIJ_aS4BTh2IzERhFcasTfYIqg","OPERATIONAL","17.3812211","102.8280366"
"หอประชุมอำเภอสร้างคอม","อุดรธานี","3","Sang Khom District Office","ที่ทำการปกครอง ถนนสร้างคอม-เพ็ญ Tambon Sang Khom, Sang Khom District, Udon Thani 41260, Thailand","ChIJs17JcTGXJDERVUqW5EvdlOU","OPERATIONAL","17.8251107","103.0888689"
"หอประชุมอำเภอบ้านดุง","อุดรธานี","4","หอประชุมที่ว่าการอำเภอบ้านดุง","P725+HJW, Si Sut Tho, Ban Dung District, Udon Thani 41190, Thailand","ChIJp8BX2wWjJDERG50tetCRGPM","OPERATIONAL","17.7015003","103.2590759"
"หอประชุมอำเภอหนองหาน","อุดรธานี","5","Nong Han District Office","9464+66G, Nong Han, Nong Han District, Udon Thani 41130, Thailand","ChIJnzODLRZpIzERv58h8ZYjZoU","OPERATIONAL","17.3605544","103.1055828"
"หอประชุมอำเภอศรีธาตุ","อุดรธานี","6","Si That Hall","X6F8+6V8, Si That, Si That District, Udon Thani 41230, Thailand","ChIJY7OrkDUiIzERMSmTUvbzBb4","CLOSED_TEMPORARILY","16.9731712","103.2171912"
"หอประชุมอำเภอกุมภวาปี","อุดรธานี","7","Kumphawapi Meeting Hall","4279+PHF, Kumphawapi, Kumphawapi District, Udon Thani 41110, Thailand","ChIJ7_cbs7ARIzEReyAVJ_luCbk","OPERATIONAL","17.1143062","103.0189145"
"หอประชุมอำเภอหนองวัวซอ","อุดรธานี","8","Nong Wua So District Office","5H6F+W48, Nong O, Nong Wua So District, Udon Thani 41220, Thailand","ChIJUwM-tZ27IzERggJlF6m3xok","OPERATIONAL","17.1622994","102.5728391"
"หอประชุมอำเภอกุดจับ","อุดรธานี","9","หอประชุม","CF87+88X โรงเรียน ภู พาน วิทยา, Khon Yung, Kut Chap District, Udon Thani 41250, Thailand","ChIJuwjOzh-TIzER-imOHdqOzQo","OPERATIONAL","17.4160205","102.463455"
"หอประชุมบริบาลภูมิเขตต์ (อำเภอบ้านผือ)","อุดรธานี","10","Boribanphumikhet School","87 ถนน มิตรภาพ Tambon Ban Phue, Amphoe Ban Phue, Chang Wat Udon Thani 41160, Thailand","ChIJi02tJ-B0JDER3z77DeHcry4","OPERATIONAL","17.6956033","102.4631899"
"บริเวณอาคารอเนกประสงค์ สนามกีฬาพระยาพิชัยดาบหัก","อุตรดิตถ์","1","Phraya Phichai Dab Hak Stadium","J3JX+F66, Pracha Nimit Rd, Tha It, Mueang Uttaradit District, Uttaradit 53000, Thailand","ChIJvbmcZjkw3zARZtcHa8W-IrM","OPERATIONAL","17.6311721","100.09803"
"หอประชุมที่ว่าการอำเภอน้ำปาด","อุตรดิตถ์","2","Nam Pat District Office","อาคารที่ว่าการอำเภอน้ำปาด, ถนนเพชรานุรักษ์, ตำบลแสนตอ อำเภอน้ำปาด จังหวัดอุตรดิตถ์, 53110 Thailand","ChIJv5iXqxWrIDER3NtlUcsU4Lg","OPERATIONAL","17.7281668","100.684549"
"หอประชุมที่ว่าการอำเภอพิชัย","อุตรดิตถ์","3","หอประชุมอำเภอพิชัย","73PQ+F3H, Nai Mueang, Phichai District, Uttaradit 53120, Thailand","ChIJ-4gfDZsQ3zARLjt-LMqrDpQ","CLOSED_TEMPORARILY","17.2861966","100.0877284"
"ห้องประชุมอาคารเฉลิมพระเกียรติ (อาคาร 2) มหาวิทยาลัยรามคำแหง สาขาวิทยบริการฯ จังหวัดอุทัยธานี ตำบลสะแกกรัง อำเภอเมืองอุทัยธานี","อุทัยธานี","1","Ramkhamhaeng University, Uthai Thani branch","C362+5CM, Sakae Krang, Mueang Uthai Thani District, Uthai Thani 61000, Thailand","ChIJnU8PmbOv4TARo4m69-8nY0Y","OPERATIONAL","15.4104638","100.0510348"
"บริเวณโรงเรียนการุ้งวิทยาคม ตำบลเมืองการุ้ง อำเภอบ้านไร่","อุทัยธานี","2","Karung Wittayakhom School","215 หมู่ 4 ซอย 7 (ตะวันออก Mueang Karung, Ban Rai District, Uthai Thani 61180, Thailand","ChIJO6vejT9t4TARrEpyBIBBlUM","OPERATIONAL","15.175437","99.7003806"
"ศูนย์แสดงและจัดจำหน่ายสินค้าหนึ่งตำบลหนึ่งผลิตภัณฑ์ (OTOP CENTER) ตำบลในเมือง อำเภอเมืองอุบลราชธานี","อุบลราชธานี","1","OTOP Center Ubon ศูนย์แสดงสินค้า OTOP อุบลราชธานี","6RVW+WFW, District, ตำบล ในเมือง Mueang Ubon Ratchathani District, Ubon Ratchathani, Thailand","ChIJwSo179eHFjERtfMm4M6eSnI","OPERATIONAL","15.24473","104.8463564"
"หอประชุมอำเภอเขื่องใน","อุบลราชธานี","2","หอประชุมอำเภอเขื่องใน","9HR2+386, Khueang Nai, Khueang Nai District, Ubon Ratchathani 34150, Thailand","ChIJzz6x8IRZFjERNE3vUA8IovE","OPERATIONAL","15.3901982","104.5507871"
"หอประชุมอำเภอม่วงสามสิบ","อุบลราชธานี","3","Muang Sam Sip Meeting Hall","GP6G+798, ถนน, ถนนพีระพล Muang Sam Sip, Muang Sam Sip District, Ubon Ratchathani 34140, Thailand","ChIJdcDdK-doFjERWCypU-arhCk","CLOSED_TEMPORARILY","15.510652","104.7259542"
"หอประชุมอำเภอวารินชำราบ (อาคารใหม่)","อุบลราชธานี","4","Warin Chamrap Meeting Hall","6V38+4W8, Warin Chamrap, Warin Chamrap District, Ubon Ratchathani 34190, Thailand","ChIJo6uOk8qIFjERkZueZwztezI","OPERATIONAL","15.2028117","104.8671376"
